Sample,X,Y,Z
883,-0.004,-0.945,0.020
884,-0.020,-0.941,0.023
885,-0.004,-0.938,0.023
886,0.000,-0.949,0.023
887,-0.008,-0.945,0.016
888,-0.020,-0.965,0.031
889,-0.031,-0.941,0.000
890,-0.016,-0.953,0.016
891,0.008,-0.934,0.062
892,-0.016,-0.949,0.027
893,-0.004,-0.938,-0.012
894,-0.008,-0.957,0.004
895,-0.008,-0.949,0.023
896,-0.008,-0.945,0.012
897,-0.008,-0.945,0.016
898,-0.008,-0.938,0.023
899,-0.008,-0.945,0.023
900,-0.012,-0.949,0.031
901,-0.012,-0.945,0.027
902,-0.016,-0.945,0.020
903,-0.008,-0.934,0.023
904,-0.008,-0.941,0.020
905,-0.012,-0.957,0.020
906,-0.016,-0.934,0.016
907,-0.008,-0.941,0.012
908,0.004,-0.945,0.031
909,-0.004,-0.941,0.012
910,-0.008,-0.949,0.008
911,-0.004,-0.945,0.020
912,0.008,-0.949,0.023
913,-0.012,-0.934,0.027
914,-0.004,-0.945,0.004
915,0.000,-0.957,-0.020
916,-0.027,-0.934,0.047
917,0.000,-0.945,0.000
918,-0.008,-0.941,0.020
919,-0.004,-0.934,0.027
920,-0.008,-0.949,0.023
921,-0.008,-0.941,0.008
922,-0.008,-0.945,0.023
923,-0.004,-0.949,0.004
924,-0.012,-0.934,0.023
925,-0.012,-0.941,0.008
926,0.000,-0.945,0.020
927,-0.016,-0.941,0.008
928,-0.008,-0.969,0.016
929,0.004,-0.938,0.016
930,-0.012,-0.941,0.020
931,-0.008,-0.934,0.027
932,-0.012,-0.941,0.020
933,0.000,-0.953,0.016
934,-0.004,-0.941,0.016
935,0.000,-0.941,0.020
936,0.000,-0.953,0.047
937,-0.008,-0.941,-0.008
938,0.008,-0.945,0.023
939,0.008,-0.938,0.023
940,0.004,-0.945,0.020
941,0.016,-0.938,-0.020
942,-0.004,-0.949,0.004
943,0.000,-0.945,0.020
944,0.000,-0.938,0.023
945,0.004,-0.953,0.008
946,-0.012,-0.949,0.008
947,0.000,-0.949,0.027
948,-0.004,-0.938,0.012
949,0.004,-0.945,0.016
950,-0.004,-0.941,0.012
951,0.004,-0.941,0.023
952,0.000,-0.941,0.004
953,0.000,-0.949,0.016
954,0.004,-0.945,0.020
955,0.008,-0.949,0.023
956,-0.004,-0.945,0.016
957,0.000,-0.945,0.020
958,0.008,-0.938,0.004
959,0.004,-0.945,0.008
960,0.004,-0.953,0.020
961,-0.012,-0.938,0.016
962,0.012,-0.949,-0.004
963,0.023,-0.957,-0.023
964,0.000,-0.938,0.020
965,0.035,-0.949,0.012
966,0.000,-0.949,0.012
967,0.004,-0.945,0.008
968,0.000,-0.941,0.008
969,0.000,-0.941,0.016
970,0.004,-0.941,0.012
971,0.004,-0.945,0.004
972,0.000,-0.953,0.012
973,0.008,-0.941,0.008
974,0.000,-0.941,0.008
975,0.008,-0.945,0.016
976,0.004,-0.941,0.004
977,0.000,-0.945,0.004
978,0.008,-0.949,0.000
979,0.004,-0.949,0.000
980,0.016,-0.934,0.023
981,0.004,-0.934,0.020
982,-0.004,-0.941,0.012
983,0.004,-0.949,-0.004
984,-0.012,-0.953,0.004
985,0.012,-0.938,0.020
986,0.027,-0.934,0.035
987,-0.004,-0.941,-0.020
988,0.008,-0.941,-0.020
989,0.008,-0.961,0.023
990,0.004,-0.941,0.004
991,0.000,-0.953,0.008
992,0.008,-0.941,0.012
993,0.004,-0.941,0.012
994,0.004,-0.941,0.000
995,0.008,-0.945,0.004
996,-0.004,-0.945,0.000
997,0.000,-0.941,0.004
998,0.012,-0.945,0.016
999,0.008,-0.953,0.008
Rate 1346, overflows 0
