Sample,X,Y,Z
885,0.004,-0.945,0.020
886,0.004,-0.953,0.016
887,-0.012,-0.945,0.000
888,-0.020,-0.930,-0.020
889,0.008,-0.926,0.027
890,-0.016,-0.941,0.055
891,-0.016,-0.953,0.000
892,0.004,-0.926,0.066
893,-0.012,-0.945,0.008
894,-0.008,-0.949,0.023
895,-0.008,-0.953,0.012
896,-0.020,-0.926,0.012
897,-0.008,-0.934,0.023
898,-0.012,-0.941,0.023
899,-0.004,-0.941,0.027
900,-0.008,-0.938,0.031
901,-0.016,-0.934,0.020
902,0.004,-0.945,0.023
903,0.000,-0.957,0.012
904,-0.008,-0.938,0.008
905,-0.016,-0.930,0.012
906,-0.004,-0.930,0.027
907,-0.004,-0.949,0.020
908,-0.012,-0.938,0.016
909,-0.012,-0.930,0.016
910,-0.012,-0.945,0.027
911,0.000,-0.945,0.027
912,-0.023,-0.953,0.035
913,-0.012,-0.930,-0.020
914,-0.023,-0.938,0.047
915,-0.012,-0.930,0.008
916,-0.004,-0.941,0.047
917,-0.016,-0.941,0.016
918,-0.012,-0.926,0.023
919,-0.004,-0.945,0.016
920,0.008,-0.949,0.027
921,-0.004,-0.949,0.012
922,-0.020,-0.930,0.016
923,-0.008,-0.930,0.008
924,0.008,-0.957,0.023
925,-0.004,-0.934,0.027
926,-0.004,-0.941,0.031
927,0.000,-0.941,0.031
928,0.004,-0.945,0.023
929,-0.004,-0.949,0.008
930,-0.004,-0.934,0.023
931,-0.012,-0.938,0.016
932,-0.004,-0.926,0.020
933,-0.004,-0.945,0.008
934,-0.004,-0.945,0.023
935,-0.004,-0.934,0.020
936,-0.004,-0.941,0.012
937,-0.008,-0.934,-0.039
938,0.008,-0.941,0.027
939,-0.004,-0.930,0.039
940,-0.023,-0.938,0.000
941,0.008,-0.934,0.008
942,-0.004,-0.938,0.008
943,0.004,-0.941,0.016
944,0.000,-0.945,0.020
945,0.008,-0.938,0.023
946,0.000,-0.949,0.008
947,-0.004,-0.941,0.012
948,0.000,-0.934,0.008
949,-0.008,-0.941,0.016
950,0.000,-0.941,0.023
951,-0.004,-0.938,0.008
952,0.004,-0.941,0.020
953,-0.008,-0.945,0.016
954,0.008,-0.949,0.020
955,0.004,-0.949,0.012
956,-0.004,-0.938,0.012
957,0.004,-0.941,0.008
958,0.000,-0.930,0.004
959,-0.004,-0.922,0.020
960,-0.004,-0.941,-0.012
961,0.012,-0.953,0.035
962,-0.016,-0.941,0.031
963,-0.008,-0.945,-0.008
964,0.008,-0.930,-0.008
965,0.000,-0.941,0.008
966,0.000,-0.930,0.016
967,-0.004,-0.945,0.012
968,0.000,-0.941,0.012
969,0.004,-0.941,0.012
970,0.012,-0.953,0.023
971,0.008,-0.945,0.012
972,-0.004,-0.941,-0.004
973,0.000,-0.945,-0.004
974,0.004,-0.953,-0.004
975,0.000,-0.930,0.020
976,0.008,-0.945,0.012
977,0.008,-0.934,0.012
978,0.004,-0.938,0.012
979,-0.004,-0.941,0.004
980,0.012,-0.953,0.016
981,0.016,-0.949,0.008
982,0.000,-0.934,0.008
983,0.004,-0.938,0.004
984,0.008,-0.945,0.023
985,0.031,-0.945,0.012
986,0.027,-0.949,0.035
987,0.016,-0.941,0.082
988,0.000,-0.941,-0.008
989,-0.004,-0.957,0.016
990,0.012,-0.945,0.004
991,0.004,-0.945,0.004
992,0.004,-0.938,0.004
993,0.004,-0.945,-0.004
994,0.004,-0.934,0.004
995,0.012,-0.930,0.023
996,0.004,-0.949,0.000
997,0.008,-0.938,0.012
998,0.008,-0.949,0.004
999,0.004,-0.934,0.000
Rate 1341, overflows 0
